ds_clean,native_lang,infant_type,infant_type_clincal,infant_type_language,infant_native_lang,response_mode,method,dependent_measure,looking,behavioral_measure,...12,unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,exposure_phase,participant_design,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year,doi,original_ma,2nd coder,stimulus_set,lab,main_question_IDS_preference,trial_control,human_coded,data_from_figure,effect_significance_reported,fussers,non_criterion,criterion,criterion_definition,exclusionCriteria,num_minimum_trials,mean_vocab,speaker_fam,speaker_experience,speaker_female,presentation,setting,Coder 1 Comments,Coder 2 Comments
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,31,sachs_2008,"Sachs, O., Weis, S., Krings, T., Huber, W., & Kircher, T. (2008). Categorical and thematic knowledge representation in the brain: Neural correlates of taxonomic and thematic conceptual relations. Neuropsychologia, 46(2), 409-418.",Sachs et al (2008),yes,ML,1,adults_balanced,12,test_only,within_one,experimental,NA,14,NA,10227,NA,0.498,0.5,0.1019,NA,NA,NA,NA,NA,german,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,word,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,best_match,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-0.019627085,0.071442329,-0.018400393,0.06279111,-0.00981307,0.017855423,-0.009813385,0.090909091,-0.035599595,0.235035843,group_means_one,10227,14,sachs_2008 NA,NA,336.0068995,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,32,markman_1984,"Markman, E. M., & Hutchinson, J. E. (1984). Children's sensitivity to constraints on word meaning: Taxonomic versus thematic relations. Cognitive psychology, 16(1), 1-27.",Markman & Hutchison (1984),yes,ML,1,nolabel,13,test_only,within_one,experimental,NA,20.5,NA,1217.51,NA,0.59,0.5,0.28,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,another,basic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,0.321428571,0.051300398,0.308397683,0.04722522,0.158678095,0.011880528,0.160030355,0.057142857,0.583006939,0.168771545,group_means_one,1217.51,20.5,markman_1984 NA,NA,40.00114992,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,33,markman_1984,"Markman, E. M., & Hutchinson, J. E. (1984). Children's sensitivity to constraints on word meaning: Taxonomic versus thematic relations. Cognitive psychology, 16(1), 1-27.",Markman & Hutchison (1984),yes,ML,1,label,13,test_only,within_one,experimental,NA,20.5,NA,1217.51,NA,0.829,0.5,0.182,NA,8.08,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,another,basic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,1.807692308,0.128481743,1.734407484,0.118275469,0.670539669,0.005355021,0.811723027,0.057142857,3.278791158,0.422687993,group_means_one,1217.51,20.5,markman_1984 NA,NA,40.00114992,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,34,markman_1984,"Markman, E. M., & Hutchinson, J. E. (1984). Children's sensitivity to constraints on word meaning: Taxonomic versus thematic relations. Cognitive psychology, 16(1), 1-27.",Markman & Hutchison (1984),yes,ML,2,nolabel_superodinate,14,test_only,within_one,experimental,NA,15,NA,1765.4,NA,0.493,0.5,0.288,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,another,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-0.024305556,0.066686359,-0.022903312,0.059213738,-0.01215188,0.016664205,-0.012152479,0.083333333,-0.044085401,0.219389326,group_means_one,1765.4,15,markman_1984 NA,NA,58.00201236,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,35,markman_1984,"Markman, E. M., & Hutchinson, J. E. (1984). Children's sensitivity to constraints on word meaning: Taxonomic versus thematic relations. Cognitive psychology, 16(1), 1-27.",Markman & Hutchison (1984),yes,ML,2,label_superordinate,14,test_only,within_one,experimental,NA,15,NA,1765.4,NA,0.687,0.5,0.255,NA,2.75,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,another,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,0.733333333,0.084592593,0.691025641,0.075113467,0.344254649,0.014485138,0.358911223,0.083333333,1.330119534,0.278298475,group_means_one,1765.4,15,markman_1984 NA,NA,58.00201236,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,36,markman_1984,"Markman, E. M., & Hutchinson, J. E. (1984). Children's sensitivity to constraints on word meaning: Taxonomic versus thematic relations. Cognitive psychology, 16(1), 1-27.",Markman & Hutchison (1984),yes,ML,3,nolabel_superodinate,15,test_only,within_one,experimental,NA,20,NA,1613.2,NA,0.25,0.5,0.211,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,another,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-1.184834123,0.085095797,-1.135466035,0.078152217,-0.509690616,0.008628248,-0.562311716,0.058823529,-2.149051379,0.279953952,group_means_one,1613.2,20,markman_1984 NA,NA,53.001499,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,37,markman_1984,"Markman, E. M., & Hutchinson, J. E. (1984). Children's sensitivity to constraints on word meaning: Taxonomic versus thematic relations. Cognitive psychology, 16(1), 1-27.",Markman & Hutchison (1984),yes,ML,3,label_superordinate,15,test_only,within_one,experimental,NA,20,NA,1613.2,NA,0.645,0.5,0.16,NA,3.96,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,another,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,0.90625,0.070532227,0.868489583,0.064776993,0.412730377,0.010069736,0.438897755,0.058823529,1.643755674,0.232041725,group_means_one,1613.2,20,markman_1984 NA,NA,53.001499,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,38,markman_1984,"Markman, E. M., & Hutchinson, J. E. (1984). Children's sensitivity to constraints on word meaning: Taxonomic versus thematic relations. Cognitive psychology, 16(1), 1-27.",Markman & Hutchison (1984),yes,ML,4,nolabel_novel,16,test_only,within_one,experimental,NA,16,NA,1887.13,NA,0.37,0.5,0.179,NA,-2.24,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,another,novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-0.726256983,0.078982788,-0.687350359,0.070747019,-0.341321408,0.013617321,-0.355587418,0.076923077,-1.317284454,0.259842956,group_means_one,1887.13,16,markman_1984 NA,NA,62.0014374,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,39,markman_1984,"Markman, E. M., & Hutchinson, J. E. (1984). Children's sensitivity to constraints on word meaning: Taxonomic versus thematic relations. Cognitive psychology, 16(1), 1-27.",Markman & Hutchison (1984),yes,ML,4,label_novel,16,test_only,within_one,experimental,NA,16,NA,1887.13,NA,0.63,0.5,0.238,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,another,novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,0.546218487,0.071823582,0.516956783,0.064334325,0.263460355,0.014470393,0.269823243,0.076923077,0.990730745,0.236290115,group_means_one,1887.13,16,markman_1984 NA,NA,62.0014374,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,40,waxman_1993,"Waxman, S. R., & Hall, D. G. (1993). The development of a linkage between count nouns and object categories: evidence from fifteen‐to twenty‐one‐month‐old infants. Child development, 64(4), 1224-1241.",Waxman & Hall (1993),yes,ML,1,15mo_nolabel,17,test_only,within_one,experimental,NA,10,NA,473.6,NA,0.69,0.5,0.16,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,object,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,another,basic + superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,1.1875,0.170507812,1.076171875,0.140036201,0.510538754,0.017227999,0.563458185,0.142857143,2.153886745,0.560948219,group_means_one,473.6,10,waxman_1993 NA,NA,15.5600731,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,41,waxman_1993,"Waxman, S. R., & Hall, D. G. (1993). The development of a linkage between count nouns and object categories: evidence from fifteen‐to twenty‐one‐month‐old infants. Child development, 64(4), 1224-1241.",Waxman & Hall (1993),yes,ML,1,15mo_label,17,test_only,within_one,experimental,NA,10,NA,473.6,NA,0.65,0.5,0.2,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,object,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,another,basic + superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,0.75,0.128125,0.6796875,0.105227661,0.351123442,0.021584661,0.366724604,0.142857143,1.360349523,0.421514355,group_means_one,473.6,10,waxman_1993 NA,NA,15.5600731,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,42,waxman_1993,"Waxman, S. R., & Hall, D. G. (1993). The development of a linkage between count nouns and object categories: evidence from fifteen‐to twenty‐one‐month‐old infants. Child development, 64(4), 1224-1241.",Waxman & Hall (1993),yes,ML,1,21mo_nolabel,18,test_only,within_one,experimental,NA,10,NA,640.24,NA,0.61,0.5,0.15,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,object,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,another,basic + superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,0.733333333,0.126888889,0.664583333,0.104212457,0.344254649,0.021727707,0.358911223,0.142857143,1.330119534,0.417447712,group_means_one,640.24,10,waxman_1993 NA,NA,21.03501099,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,43,waxman_1993,"Waxman, S. R., & Hall, D. G. (1993). The development of a linkage between count nouns and object categories: evidence from fifteen‐to twenty‐one‐month‐old infants. Child development, 64(4), 1224-1241.",Waxman & Hall (1993),yes,ML,1,21mo_label,18,test_only,within_one,experimental,NA,10,NA,640.24,NA,0.82,0.5,0.19,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,object,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,another,basic + superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,1.684210526,0.241828255,1.526315789,0.198610901,0.644135746,0.012109136,0.765210396,0.142857143,3.054819982,0.795583069,group_means_one,640.24,10,waxman_1993 NA,NA,21.03501099,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,44,waxman_1993,"Waxman, S. R., & Hall, D. G. (1993). The development of a linkage between count nouns and object categories: evidence from fifteen‐to twenty‐one‐month‐old infants. Child development, 64(4), 1224-1241.",Waxman & Hall (1993),yes,ML,2,16mo_nolabel,19,test_only,within_one,experimental,NA,11,NA,509.04,NA,0.59,0.5,0.11,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,object,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,another,basic + superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,0.818181818,0.12133734,0.75,0.101957071,0.378632846,0.019068882,0.398462729,0.125,1.484017662,0.399183849,group_means_one,509.04,11,waxman_1993 NA,NA,16.72445019,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,45,waxman_1993,"Waxman, S. R., & Hall, D. G. (1993). The development of a linkage between count nouns and object categories: evidence from fifteen‐to twenty‐one‐month‐old infants. Child development, 64(4), 1224-1241.",Waxman & Hall (1993),yes,ML,2,16mo_label,19,test_only,within_one,experimental,NA,11,NA,509.04,NA,0.74,0.5,0.14,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,object,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,another,basic + superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,1.714285714,0.224489796,1.571428571,0.188633787,0.650791373,0.010751476,0.776670272,0.125,3.109370339,0.738541826,group_means_one,509.04,11,waxman_1993 NA,NA,16.72445019,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Categorization bias,NA,typical,typical,na,NA,behavior,forced-choice,target_selection,no,manual,NA,76,nguyen_2003,"Nguyen, S. P., & Murphy, G. L. (2003). An Apple is More Than Just a Fruit: Cross‐Classification in Children's Concepts. Child development, 74(6), 1783-1806.",Nguyen & Murphy (2003),yes,ML,1,4yo,20,test_only,within_one,experimental,NA,16,NA,1613.2,NA,0.44,0.5,0.1,NA,NA,NA,NA,NA,english,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,picture,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,same_kind,superordinate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Categorization bias,catBias,cognitive_development,-0.6,0.07375,-0.567857143,0.066059869,-0.287347886,0.014237133,-0.295673048,0.076923077,-1.088279619,0.242627775,group_means_one,1613.2,16,nguyen_2003 NA,NA,53.001499,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
